FindingID,ReviewID,Protocol,InterventionID,Intervention_Name,Comparison,OutcomeMeasureID,Outcome_Measure,Outcome_Domain,Period,Sample_Description,Is_Subgroup,Outcome_Sample_Size,Outcome_Measure_Intervention_Sample_Size,Outcome_Measure_Comparison_Sample_Size,Intervention_Clusters_Sample_Size,Comparison_Clusters_Sample_Size,Intervention_Mean,Comparison_Mean,Intervention_Standard_Deviation,Comparison_Standard_Deviation,Effect_Size_Study,Effect_Size_WWC,Improvement_Index,p_Value_Study,p_Value_WWC,ICC,Clusters_Total,Is_Statistically_Significant,Finding_Rating,ESSA_Rating,L1_Unit_of_Analysis,FavorableUnfavorableDesignation
44000,1906630,Science,1572,Leadership and Assistance for Science Education Reform (LASER),Business as usual,27116,Partnership for the Assessment of Standards-based Science (PASS): Performance Task,Science Achievement,0 Weeks,Grade 8,FALSE,1408,772,636,8,7,58.81,53.74,24.49,23.01,0.12,0.212617086,5,0.516,0.589414725,0.17,,FALSE,2,,Student,Favorable
44029,1908506,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1077,Xtreme Reading,Business as usual,24578,"Stanford Diagnostic Reading Test, Edition 4 (SDRT-4)",Measures of general reading proficiency and English Language Arts,0 Months,Full sample- Xtreme Reading intervention vs. business as usual comparison,FALSE,448,223,225,223,225,21.95,21.75,13.38,13.38,0,0.014922533,1,0.85,0.874624921,,,FALSE,1,,Student,
45085,1906630,Science,1572,Leadership and Assistance for Science Education Reform (LASER),Business as usual,27116,Partnership for the Assessment of Standards-based Science (PASS): Performance Task,Science Achievement,0 Weeks,Overall - Grade 5: IEP,TRUE,226,132,94,28,22,59.96,52.72,16.26,21.16,0.39,0.39103259,15,0.014,0.024958043,0.17,,TRUE,2,,Student,Favorable
45096,1906630,Science,1572,Leadership and Assistance for Science Education Reform (LASER),Business as usual,27116,Partnership for the Assessment of Standards-based Science (PASS): Performance Task,Science Achievement,0 Weeks,Overall - Grade 5: Non FRL,TRUE,1052,534,518,32,29,70.24,70.15,14.72,14.61,0.01,0.009539107,0,0.874,0.937546614,0.2,,FALSE,2,,Student,
45112,1906630,Science,1572,Leadership and Assistance for Science Education Reform (LASER),Business as usual,26035,Partnership for the Assessment of Standards-based Science (PASS): Constructed response,Science Achievement,0 Weeks,Overall - Grade 5: Male,TRUE,1308,716,592,35,31,64.61,62.68,21.9,20.71,0.09,0.090262902,4,0.077,0.46000047,0.2,,FALSE,2,,Student,Favorable
45116,1906630,Science,1572,Leadership and Assistance for Science Education Reform (LASER),Business as usual,26037,State of Texas Assessment of Academic Readiness (STAAR) Science test,Science Achievement,0 Weeks,Overall - Grade 5 IEP,TRUE,39,21,18,10,8,3629.9,3460.8,362.91,523.92,0.37,0.372919509,14,0.137,0.313787735,0.2,,FALSE,2,,Student,Favorable
45117,1906630,Science,1572,Leadership and Assistance for Science Education Reform (LASER),Business as usual,15804,Stanford Achievement Test: Science,Science Achievement,0 Weeks,Overall - Grade 5 IEP,TRUE,51,28,23,13,10,444.7,421.8,212.1,267.82,0.09,0.094447991,4,0.685,0.776748481,0.2,,FALSE,2,,Student,
45151,1906630,Science,1572,Leadership and Assistance for Science Education Reform (LASER),Business as usual,26036,North Carolina End-of-Grade Science test,Science Achievement,0 Weeks,Overall - Grade 5 ELL,TRUE,162,65,97,12,14,252.4,252.8,22.66,23.55,-0.01,-0.025742762,0,0.858,0.965506633,0.2,,FALSE,2,,Student,
45152,1906630,Science,1572,Leadership and Assistance for Science Education Reform (LASER),Business as usual,26037,State of Texas Assessment of Academic Readiness (STAAR) Science test,Science Achievement,0 Weeks,Overall - Grade 5 FRL,TRUE,995,559,436,21,18,3749.2,3715.5,427.65,381.26,0.08,0.082540118,3,0.137,0.608606029,0.2,,FALSE,2,,Student,
45155,1908369,Review of Individual Studies,1716,Enhanced feedback and choice of passage in Intelligent Tutoring of the Structure Strategy,Intelligent Tutoring for Structure Strategy (ITSS),18127,Gray Silent Reading Test (GSRT) ,Comprehension,0 Days,Overall - Below grade-level readers,TRUE,21,11,10,11,10,37.8754702,36.2,7.2,8.68,,0.202689723,8,,0.648567229,,,FALSE,1,,Student,
45157,1906630,Science,1572,Leadership and Assistance for Science Education Reform (LASER),Business as usual,26037,State of Texas Assessment of Academic Readiness (STAAR) Science test,Science Achievement,0 Weeks,Overall - Grade 5 Male,TRUE,579,349,230,21,18,3820,3813.1,467.23,414.86,0.02,0.015409963,1,0.823,0.904003098,0.2,,FALSE,2,,Student,Favorable
45164,1908369,Review of Individual Studies,1716,Enhanced feedback and choice of passage in Intelligent Tutoring of the Structure Strategy,Intelligent Tutoring for Structure Strategy (ITSS),1861,Comparison Text: Total Recall Test,Comprehension,0 Days,Overall - Higher-ability readers,TRUE,37,20,17,20,17,39.61448561,49.06,24.2,18.8,,-0.422045523,-16,,0.213837109,,,FALSE,1,,Student,
45792,1908415,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2068,Reading intervention 2 (Wanzek & Roberts (2012)),Business as usual,21547,Oral Comprehension Subtest: Woodcock-Johnson Tests of Achievement III,Listening comprehension,2 Weeks,Comprehension emphasis intervention vs. Comparison,FALSE,47,24,23,24,23,86.21,90.74,8.33,12.5,,-0.421144802,-16,,0.160174115,,,FALSE,1,,Student,
45796,1908416,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2066,Reading intervention 1 (Wanzek & Roberts (2012)),Business as usual,21542,Word Attack Subtest: Woodcock-Johnson Tests of Achievement III,Word and pseudoword reading,2 Weeks,Word study emphasis intervention vs. Comparison,FALSE,44,21,23,21,23,99.20435531,96.39,11.25,8.77,,0.27561525,11,,0.368484087,,,FALSE,2,,Student,
45814,1910603,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1448,Passport Reading Journeys,Business as usual,24505,"Gates-MacGinitie Reading Tests (GMRT): Total	",Measures of general reading proficiency and English Language Arts,0 Days,Full sample,FALSE,448,232,216,232,216,517.1,517.16,23.65,25.824,,-0.002422916,0,,0.979573191,,,FALSE,1,,Student,
45858,1910602,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1330,Passport to Literacy,Business as usual,23163,Gates-MacGinitie Reading Tests (GMRT-4) vocabulary subtest,Reading vocabulary,2 Weeks,Full sample,FALSE,404,198,206,198,206,462.08,462.04,31.87,29.55,,0.001300126,0,,0.989585785,,,FALSE,1,,Student,
45864,1910602,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1330,Passport to Literacy,Business as usual,24365,Woodcock-Johnson III Tests of Achievement: Word Attack Subtest,Word and pseudoword reading,2 Weeks,Full sample,FALSE,404,198,206,198,206,495.47,496.31,14.67,14.21,,-0.058074191,-2,,0.560061681,,,FALSE,1,,Student,
45924,1910586,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2066,Reading intervention 1 (Wanzek & Roberts (2012)),Other intervention,24198,Test of Sentence Reading Efficiency (TOSRE),Passage reading fluency-silent,0 Days,Full sample: Researcher designed small group vs researcher designed large group,FALSE,258,55,203,55,203,86.3,85.1,15.5,15.4,,0.077587023,3,,0.610302848,,,FALSE,1,,Student,
45928,1910586,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2066,Reading intervention 1 (Wanzek & Roberts (2012)),Other intervention,21573,Test of Word Reading Efficiency (TOWRE)- Sight Word Efficiency subtest,Word and pseudoword reading,0 Days,Full sample: Researcher designed small group vs researcher designed large group,FALSE,244,50,194,50,194,95.1,92.4,12.3,11.9,,0.224637612,9,,0.158806391,,,FALSE,1,,Student,
46004,1910575,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1409,Reading Intervention for Adolescents (RIA),Business as usual,21573,Test of Word Reading Efficiency (TOWRE)- Sight Word Efficiency subtest,Word and pseudoword reading,0 Days,Full sample Spring; 9th grade,FALSE,317,158,159,158,159,91.72,93.53,11.74,11.99,-0.02,-0.071462214,-3,,0.525282037,,,FALSE,1,,Student,
46012,1910609,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1912,TEXTS,Business as usual,21573,Test of Word Reading Efficiency (TOWRE)- Sight Word Efficiency subtest,Word and pseudoword reading,0 Days,Teaching Expository Text Structure (TEXTS) intervention vs. business-as-usual (4th grade),FALSE,216,103,113,103,113,65.45,65.23,9.85,12,0.02,0.019879871,1,,0.884116229,,,FALSE,1,,Student,
46013,1910609,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1912,TEXTS,Business as usual,21574,Test of Word Reading Efficiency (TOWRE)- Phonemic Decoding Efficiency subtest,Word and pseudoword reading,0 Days,Teaching Expository Text Structure (TEXTS) intervention vs. business-as-usual (4th grade),FALSE,216,103,113,103,113,31.46,32.89,10.6,11.19,-0.13,-0.130579421,-5,,0.339384199,,,FALSE,1,,Student,
46025,1910629,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Unknown,24612,"Stanford Achievement Test (9th edition; SAT-9), Reading Comprehension subtest",Reading Comprehension,0 Days,Cohort 1 (9th Grade 2003-2004),FALSE,1652,826,826,826,826,31.4,30.1,9.3,11.3,0.23,0.125565813,5,,0.011291909,,,TRUE,2,Evidence Tier 2,Student,
46027,1910629,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Unknown,25081,Arizona Instrument to Measure Standards (AIMS),Measures of general reading proficiency and English Language Arts,1 Year,Overall - Cohort 1 (9th Grade 2003-2004),TRUE,1448,724,724,724,724,664.1,664.2,28.5,31.9,,-0.003304309,0,,0.9499129,,,FALSE,2,,Student,
46031,1910610,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1911,Enacted Reading Comprehension,Business as usual,24418,Test of Narrative Language Skills (TNL),Listening comprehension,0 Days,Enacted Reading Comprehension (Enacted RC) intervention vs. business-as-usual comparison group (4th grade),FALSE,204,91,113,91,113,30.7,31.01,3.29,3.63,-0.09,-0.088682609,-4,,0.529849832,,,FALSE,1,,Student,
46042,1910620,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Business as usual,22891,"Stanford Achievement Test, Version 10--Reading Vocabulary, subset of inference items",Reading vocabulary,3 Years,Full sample - 3 years of exposure to READ 180,FALSE,1023,552,471,10,9,642.91,642.97,25.95,28.21,0.05,0.053266826,2,0.509,0.625502339,0.038,,FALSE,1,,Student,
46043,1910620,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Business as usual,22891,"Stanford Achievement Test, Version 10--Reading Vocabulary, subset of inference items",Reading vocabulary,2 Years,Overall - Full sample - 2 years of READ 180 exposure,TRUE,1520,814,706,10,9,629.83,629.48,26.82,27.16,0.06,0.060388764,2,0.183,0.276229793,0.002,,FALSE,1,,Student,
46075,1910644,Assisting Students Struggling with Reading: Intervention in Grades 4-9,464,Fast ForWord®,Business as usual,24598,"Comprehensive Test of Basic Skills, 5th Edition (CTBS/5): Terra Nova Language Expression",Measures of general reading proficiency and English Language Arts,0 Days,Full sample (intent-to-treat analyses that include complete cases and eliminate outliers),FALSE,180,86,94,86,94,,,23.77,23.202,,0.002545131,0,,0.986410631,,,FALSE,2,,Student,
46130,1910590,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Business as usual,24591,Measures of Academic Progress (MAP) Reading sub-test - Northwest Evaluation Association,Measures of general reading proficiency and English Language Arts,1 Year,Full sample - ITT analysis,FALSE,619,335,284,335,284,,,,,0.138,,5,,0.088514002,,,TRUE,1,Evidence Tier 1,Student,
48694,1910647,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2117,SpellRead PAT,Business as usual,17125,Group Reading Assessment and Diagnostic Evaluation (GRADE): Passage Comprehension subtest,Reading Comprehension,0 Days,P.A.T v C5th Grade Sample,FALSE,104,59,45,59,45,90.3,91,15,15,-0.05,-0.046322686,-2,,0.815438865,,,FALSE,2,,Student,
48707,1910651,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2118,SpellRead PAT plus Corrective Reading plus Wilson Reading,Business as usual,24331,Woodcock Reading Mastery Test–Revised (WRMT-R) Passage Comprehension subtest,Reading Comprehension,0 Days,Full sample,FALSE,281,167,114,167,114,92.2,90.6,15,15,0.11,0.106379671,4,,0.382313341,,,FALSE,2,,Student,
48713,1910869,Supporting Postsecondary Success,1629,Growth Mindset,Business as usual,24957,Final Exam Score (Chemistry),Academic achievement,0 Days,Full sample,FALSE,565,275,290,275,290,64.9,63.6,27.3,27.2,0.23,0.047645091,2,0.05,0.571833459,,,FALSE,2,,Student,
48744,1910648,Assisting Students Struggling with Reading: Intervention in Grades 4-9,383,Corrective Reading,Business as usual,22824,Oral Reading Fluency Subtest: AIMSweb,Passage reading fluency-oral,0 Days,Corrective Reading v C5th grade sample,FALSE,86,55,31,55,31,99.4,94.5,47,47,0.1,0.103321689,4,,0.646857587,,,FALSE,2,,Student,
48783,1910649,Assisting Students Struggling with Reading: Intervention in Grades 4-9,738,Wilson Reading System®,Business as usual,21574,Test of Word Reading Efficiency (TOWRE)- Phonemic Decoding Efficiency subtest,Word and pseudoword reading,0 Days,Wilson Reading v C5th grade sample,FALSE,91,53,38,53,38,86.4,87.8,15,15,-0.1,-0.092544601,-4,,0.66451052,,,FALSE,2,,Student,
48794,1910650,Assisting Students Struggling with Reading: Intervention in Grades 4-9,229,Failure Free Reading,Business as usual,24331,Woodcock Reading Mastery Test–Revised (WRMT-R) Passage Comprehension subtest,Reading Comprehension,0 Days,Failure Free Reading v C5th grade sample,FALSE,126,61,65,61,65,92.4,92.1,15,15,0.02,0.019878788,1,,0.91139045,,,FALSE,2,,Student,
48795,1910650,Assisting Students Struggling with Reading: Intervention in Grades 4-9,229,Failure Free Reading,Business as usual,17125,Group Reading Assessment and Diagnostic Evaluation (GRADE): Passage Comprehension subtest,Reading Comprehension,0 Days,Failure Free Reading v C5th grade sample,FALSE,126,61,65,61,65,91.5,93.1,15,15,-0.11,-0.106020202,-4,,0.553372229,,,FALSE,2,,Student,
48827,1910752,Review of Individual Studies,1754,MyTeachingPartner-Math/Science,Business as usual,24786,Number Sense and Place Value,Number and Operations,0 Days,Full sample (Year 1),FALSE,687,367,320,64,62,30.58,30.24,5.96,5.39,0.14,0.01489164,1,0.2,0.845759509,0.2,,FALSE,2,,Student,
48828,1910752,Review of Individual Studies,1754,MyTeachingPartner-Math/Science,Business as usual,24786,Number Sense and Place Value,Number and Operations,0 Days,Full sample (Year 2),FALSE,383,199,184,37,32,30.38,30.48,5.85,5.39,0.17,0.019841045,1,0.21,0.846311297,0.2,,FALSE,2,,Student,
48944,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,24858,High school graduation,Completing high school in the short term,0 Years,Full sample - School-level assignment,FALSE,61766,30359,31407,53,50,0.928,0.93,,,,-0.001316978,0,,0.979353272,,,FALSE,2,,Student,
45167,1908369,Review of Individual Studies,1716,Enhanced feedback and choice of passage in Intelligent Tutoring of the Structure Strategy,Intelligent Tutoring for Structure Strategy (ITSS),1861,Comparison Text: Total Recall Test,Comprehension,4 Months,Overall - Higher-ability readers,TRUE,37,20,17,20,17,34.0908316,43.12,22.46,23.9,,-0.381950654,-15,,0.258749818,,,FALSE,1,,Student,
45169,1908369,Review of Individual Studies,1716,Enhanced feedback and choice of passage in Intelligent Tutoring of the Structure Strategy,Intelligent Tutoring for Structure Strategy (ITSS),1861,Comparison Text: Total Recall Test,Comprehension,4 Months,Overall - Aggregated sample,TRUE,58,31,27,31,27,28.68980193,37.93,19.36,24.6,,-0.415321708,-16,,0.12404229,,,FALSE,1,,Student,
45173,1908369,Review of Individual Studies,1716,Enhanced feedback and choice of passage in Intelligent Tutoring of the Structure Strategy,Intelligent Tutoring for Structure Strategy (ITSS),24473,Comparison Text: Signaling Test,Comprehension,0 Days,Overall - Below grade-level readers,TRUE,21,11,10,11,10,18.17400538,16.4,4.66,4.84,,0.358829369,14,,0.42482088,,,FALSE,1,,Student,
45190,1908369,Review of Individual Studies,1716,Enhanced feedback and choice of passage in Intelligent Tutoring of the Structure Strategy,Intelligent Tutoring for Structure Strategy (ITSS),24559,Comparison Test: Competence Test,Comprehension,0 Days,Overall - Higher-ability readers,TRUE,37,20,17,20,17,4.272173725,4.41,1.55,1.62,,-0.085220518,-3,,0.79770899,,,FALSE,1,,Student,
45258,1908465,Review of Individual Studies,1741,"Adaptive, web-based, scaffolded silent reading instruction",Business as usual,1501,Group Reading Assessment and Diagnostic Evaluation (GRADE): Overall Score,Comprehension,0 Days,Overall - Grade: 4,TRUE,210,105,105,105,105,107.2521662,106.2,21,19.7,,0.051490583,2,,0.709511252,,,FALSE,2,,Student,
45328,1910521,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2073,Reading intervention (Manset-Williamson & Nelson (2005)),(Not applicable),21542,Word Attack Subtest: Woodcock-Johnson Tests of Achievement III,Word and pseudoword reading,0 Days,Full sample: Guided Reading vs. Explicit Comprehension,FALSE,20,11,9,11,9,88.7,84.8,6,6.6,0.25,0.244652256,10,0.05,0.594254682,,,FALSE,1,,Student,
45338,1906630,Science,1572,Leadership and Assistance for Science Education Reform (LASER),Business as usual,26036,North Carolina End-of-Grade Science test,Science Achievement,0 Weeks,Overall - Grade 5 FRL,TRUE,868,408,460,14,15,254.2,253.8,20.4,20.49,0.01,0.019545107,0,0.734,0.955325318,0.2,,FALSE,2,,Student,Favorable
